I Got the Hook Up,Michael Martin,1998,93 min,Action & Adventure_ Comedies,After getting their hands on a misdirected shipment of cell phones_ two hustlers try to cash in by hawking the merchandise from the back of their van.
In Too Deep,Michael Rymer,1999,97 min,Thrillers,Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery_ intimidation and murder.
Initial D,Andrew Lau Wai-keung_ Alan Mak,2005,109 min,Action & Adventure_ International Movies,By day_ an 18-year-old delivers tofu for his father_ a retired race car driver; but by night_ it's the teen's turn to take the wheel.
Janoskians: Untold and Untrue,Brett Weiner,2016,88 min,Comedies,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.
Kid-E-Cats,,2016,2 Seasons,Kids' TV,Cookie_ Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.
Kuroko's Basketball,,2015,3 Seasons,Anime Series_ International TV Shows_ Teen TV Shows,Five middle school basketball stars went to separate high schools_ and now Tetsuya Kuroko and Seirin High are making their play for glory.
Labyrinth,Jim Henson,1986,101 min,Action & Adventure_ Children & Family Movies_ Cult Movies,In Jim Henson's fantasy_ teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.
Letters to Juliet,Gary Winick,2010,105 min,Comedies_ Dramas_ Romantic Movies,By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet_ an American woman in Verona_ Italy_ is led in search of romance.
Level 16,Danishka Esterhazy,2018,102 min,Sci-Fi & Fantasy_ Thrillers,In a bleak academy that teaches girls the virtues of passivity_ two students uncover the ghastly purpose behind their training and resolve to escape.
Love Don't Cost a Thing,Troy Byer,2003,101 min,Comedies_ Romantic Movies,A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.
Love in a Puff,Pang Ho-cheung,2010,103 min,Comedies_ Dramas_ International Movies,When the Hong Kong government enacts a ban on smoking cigarettes indoors_ the new law drives hard-core smokers outside_ facilitating unlikely connections.
Major Dad,,1992,4 Seasons,TV Comedies,When he marries a journalist and becomes stepdad to her daughters_ a U.S. Marine finds his once-orderly life no longer entirely under his command.
Mars Attacks!,Tim Burton,1996,106 min,Comedies_ Cult Movies_ Sci-Fi & Fantasy,As flying saucers head for Earth_ the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.
Marshall,Reginald Hudlin,2017,118 min,Dramas,This biopic of Thurgood Marshall_ the first Black U.S. Supreme Court justice_ centers on his pivotal work in a sensational case as an NAACP lawyer.
My Boss's Daughter,David Zucker,2003,86 min,Comedies_ Romantic Movies,A young man house-sits for his mean boss_ hoping to use it as an opportunity to win the heart of the boss's daughter_ on whom he's long had a crush.
Mystery Men,Kinka Usher,1999,121 min,Action & Adventure_ Comedies,A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.
Oldsters,,2019,1 Season,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.
Once Upon a Time in America,Sergio Leone,1984,229 min,Classic Movies_ Dramas,Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.
Open Season 2,Matthew O'Callaghan_ Todd Wilderman,2008,76 min,Children & Family Movies_ Comedies,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.
Osmosis Jones,Bobby Farrelly_ Peter Farrelly,2001,95 min,Action & Adventure_ Children & Family Movies_ Comedies,Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.
Poseidon,Wolfgang Petersen,2006,98 min,Action & Adventure_ Dramas,A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel_ sending passengers into a battle for survival.
Rhyme & Reason,Peter Spirer,1997,89 min,Documentaries_ Music & Musicals,The world and culture of rap song topics such as race_ violence_ police_ family and sex are examined by hip-hop performers from both coasts.
Same Kind of Different as Me,Michael Carney,2017,120 min,Dramas_ Faith & Spirituality,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
School of Rock,Richard Linklater,2003,110 min,Comedies_ Music & Musicals,Musician Dewey Finn gets a job as a fourth-grade substitute teacher_ where he secretly begins teaching his students the finer points of rock 'n' roll.
Snervous Tyler Oakley,Amy Rice,2015,83 min,Documentaries_ LGBTQ Movies,"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."
Tears of the Sun,Antoine Fuqua,2003,121 min,Action & Adventure_ Dramas,A Navy SEAL is sent to a war-torn African jungle to rescue a doctor_ only to realize he must also save the refugees in the physician's care.
The Blue Lagoon,Randal Kleiser,1980,105 min,Dramas_ Romantic Movies,Two shipwrecked children_ stranded for years on a deserted island_ fall in love as teenagers and attempt to forge a life in the isolated paradise.
The Golden Child,Michael Ritchie,1986,94 min,Action & Adventure_ Comedies,A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.
The Guns of Navarone,J. Lee Thompson,1961,156 min,Action & Adventure_ Classic Movies,During World War II_ British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.
The Interview,Evan Goldberg_ Seth Rogen,2014,112 min,Action & Adventure_ Comedies,Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.
The Nutty Professor,Tom Shadyac,1996,95 min,Comedies_ Romantic Movies,After being made fun of for his weight_ a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.
The Nutty Professor II: The Klumps,Peter Segal,2000,107 min,Comedies_ Romantic Movies,After getting engaged_ Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.
Turning Point: 9/11 and the War on Terror,,2021,1 Season,Docuseries,This unflinching series documents the 9/11 terrorist attacks_ from Al Qaeda's roots in the 1980s to America's response_ both at home and abroad.
Welcome Home Roscoe Jenkins,Malcolm D. Lee,2008,114 min,Comedies,R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle_ he must examine what he's become.
In the Line of Fire,Wolfgang Petersen,1993,129 min,Action & Adventure_ Classic Movies,A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.
Sparking Joy,,2021,1 Season,Reality TV,In this reality series_ Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.
Untold: Crime & Penalties,Chapman Way_ Maclain Way,2021,86 min,Documentaries_ Sports Movies,They were the bad boys of hockey — a team bought by a man with mob ties_ run by his 17-year-old son_ and with a rep for being as violent as they were good.
Hometown Cha-Cha-Cha,,2021,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,A big-city dentist opens up a practice in a close-knit seaside village_ home to a charming jack-of-all-trades who is her polar opposite in every way.
The Ingenuity of the Househusband,,2021,1 Season,International TV Shows_ TV Comedies,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.
2 Alone in Paris,Ramzy Bedia_ Éric Judor,2008,97 min,Comedies_ International Movies,A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him_ even when they're the last two men on Earth.
Bread Barbershop,,2020,2 Seasons,Kids' TV_ TV Comedies,In a town filled with food_ Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.
Thimmarusu,Sharan Koppisetty,2021,125 min,Dramas_ International Movies,Eight years after a young man is framed for murder_ an up-and-coming lawyer re-opens the case_ beginning a tricky mission to find the real culprit.
Wind River,Taylor Sheridan,2017,107 min,Dramas_ Independent Movies,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.
C Kkompany,Sachin Yardi,2008,127 min,Action & Adventure_ Comedies_ International Movies,Three broke friends pose as an underworld gang for extortion_ but their plan takes on a life of its own when their phony company becomes famous.
D.P.,,2021,1 Season,International TV Shows_ TV Dramas,A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.
Deadly Sins,,2002,1 Season,International TV Shows_ Spanish-Language TV Shows_ TV Dramas,A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.
EMI: Liya Hai To Chukana Padega,Saurabh Kabra,2008,128 min,Comedies_ Dramas_ International Movies,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
He's All That,Mark Waters,2021,92 min,Comedies_ Romantic Movies,"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That."""
I Heart Arlo,,2021,1 Season,Kids' TV_ TV Comedies,It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.
King of Boys: The Return of the King,Kemi Adetiba,2021,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,Alhaja Eniola Salami starts anew and sets her sights on a different position of power_ fueled by revenge_ regret and ruthlessness.
Koi Aap Sa,Partho Mitra,2006,135 min,Comedies_ Dramas_ International Movies,Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis_ he drops everything to help her.
